"I","2015-11-11 12:05:18.000",127627,"435-04-2915","ACTV","Watkinson","Dean","B","\N",\\N,"1996-04-17","12951 Graves Rue","\N","20098","Hay River","CO","United States of America","\N","\N","475-3346","\N","\N","\N","497-8415","\N","\N","\N","\N","\N","Dean.B.Watkinson@hushmail.me","\N","MB6","IA5"
"I","2015-11-12 03:19:53.000",127677,"728-53-2774","ACTV","Neumeister","Janell","\N","M",2,"1990-09-05","12494 Bennington Road","\N","25308","Des Moines","NY","United States of America","\N","\N","695-0626","\N","\N","718","364-6157","\N","\N","\N","\N","\N","Janell.Neumeister@wraped.net","\N","NF5","YT1"
"I","2015-11-12 04:17:04.000",127680,"122-97-9677","ACTV","Dagnall","Sharl","\N","m",2,"1985-06-30","21012 Stella Way","\N","92605","Simi Valley","HI","United States of America","\N","381","096-2384","\N","\N","\N","\N","\N","\N","\N","\N","\N","Sharl.Dagnall@mac.hush.com","\N","OK6","CA5"
"I","2015-11-12 15:16:22.000",127718,"268-28-6170","ACTV","Vonreichbauer","Chick","\N","f",1,"1923-09-22","2088 Red Willow Way","\N","85083","West Valley","DC","Canada","\N","532","618-3503","\N","\N","\N","833-7472","\N","\N","\N","485-7467","78855","Chick.Vonreichbauer@london.com","\N","NB1","MT8"
"I","2015-11-12 20:05:22.000",127737,"876-67-7907","ACTV","Maglione","Cassy","\N","\N",3,"1959-03-21","19328 Four Winds Way","\N","90122","Rapid City","Quebec","United States of America","\N","715","941-0347","25699","1","744","725-9156","\N","\N","486","953-1506","\N","Cassy.Maglione@care2.com","\N","HI1","BC6"
"I","2015-11-12 23:47:31.000",127748,"287-27-6328","ACTV","Qainfo","Naoma","R","f",2,"1922-11-02","4608 Gessner Upper","\N","V6Z 1U4","Mesa","New Brunswick","United States of America","\N","975","994-9848","\N","\N","\N","446-3767","\N","\N","\N","\N","\N","Naoma.R.Qainfo@buffaloes.com","Naoma.R.Qainfo@operamail.com","MT1","HI2"
"I","2015-11-13 01:47:56.000",127755,"902-08-6703","ACTV","Zhong","Enzo","\N","\N",2,"1953-06-15","24250 Summer South","\N","91791","San Francisco","GA","United States of America","\N","\N","908-2474","\N","\N","919","694-5321","\N","\N","\N","\N","\N","Enzo.Zhong@mail.be","\N","NM6","YT5"
"I","2015-11-13 02:07:00.000",127756,"169-32-0365","ACTV","Demone","Kirsti","\N","\N",3,"1938-10-24","1243 Salado Road","\N","23607","Thousand Oaks","OR","United States of America","1","643","924-7988","\N","\N","\N","749-2929","\N","\N","\N","\N","\N","Kirsti.Demone@icqmail.com","Kirsti.Demone@hushmail.com","NT2","NF2"
"I","2015-11-13 05:45:59.000",127767,"927-62-1157","ACTV","Soulliere","Gelais","\N","\N",2,"1956-04-15","6015 Chamberlin Way","\N","94129","Fremont","GA","Canada","1","257","727-7076","\N","\N","\N","895-4082","\N","\N","\N","\N","\N","Gelais.Soulliere@london.com","\N","MO7","YT4"
"I","2015-11-13 14:11:40.000",127801,"246-70-5298","ACTV","Hadden","Kaja","V","M",1,"1990-12-22","22524 Jack Crescent","\N","B8B 1Y2","Irvine","CT","United States of America","1","343","569-8292","\N","\N","\N","\N","\N","\N","\N","\N","\N","Kaja.V.Hadden@bulldogs.com","Kaja.V.Hadden@wraped.net","SC6","CA3"
"I","2015-11-14 00:51:48.000",127838,"602-79-9535","ACTV","Soussa","Phylys","I","f",3,"1959-04-26","11797 Howser Court","\N","43647","San Bernardino","New Brunswick","United States of America","1","588","274-6801","39333","\N","498","603-2501","\N","\N","\N","\N","\N","Phylys.I.Soussa@fastemailer.com","Phylys.I.Soussa@wraped.net","PE9","NH1"
"I","2015-11-14 10:32:05.000",127868,"499-13-3242","ACTV","Reuben","Tae","P","\N",3,"1959-12-26","24679 Airport Crescent","\N","V6Q 1R8","Lewiston","IA","Canada","\N","\N","924-9856","\N","\N","521","044-8058","60508","\N","\N","558-0951","\N","Tae.P.Reuben@myway.com","Tae.P.Reuben@quake0.de","TX1","DE6"
"I","2015-11-14 18:04:18.000",127893,"379-39-5383","ACTV","Casas","Anestassia","\N","F",3,"1964-02-14","17207 Wycliffe Park","\N","60658","Chattanooga","AL","Canada","\N","351","345-8350","\N","1","511","312-1083","\N","\N","\N","\N","\N","Anestassia.Casas@gmx.fr","\N","OH7","WI2"
"I","2015-11-14 23:50:35.000",127911,"126-06-7477","ACTV","Eskicioglu","Reyna","\N","\N",1,"1999-06-23","24558 Pampas North","\N","59112","Vallejo","NV","Canada","\N","\N","485-8966","\N","\N","370","611-1668","\N","\N","\N","\N","\N","Reyna.Eskicioglu@quake0.de","Reyna.Eskicioglu@icqmail.com","GA4","DE4"
"I","2015-11-15 01:54:42.000",127918,"560-91-2661","ACTV","Ledet","Lesley","J","\N",3,"1932-04-05","9598 Ullrich Avenue","\N","V6F 1T6","Portland","DE","United States of America","\N","708","614-2536","\N","1","410","075-3445","\N","\N","\N","\N","\N","Lesley.J.Ledet@europe.com","Lesley.J.Ledet@shtrudel.net","MI1","OK2"
"I","2015-11-15 05:27:02.000",127932,"316-07-1381","ACTV","Dayal","Raj","\N","\N",1,"1936-04-01","9954 Landera Upper","\N","93345","San Jose","ID","United States of America","1","765","777-5249","\N","\N","\N","\N","\N","\N","\N","110-1931","\N","Raj.Dayal@gmx.us","\N","BC9","NB4"
"I","2015-11-15 07:33:18.000",127940,"763-56-4989","ACTV","Besnier","Henrika","A","\N",3,"1920-10-02","10474 Hickorybark Court","\N","H7G 1U7","Quebec","HI","Canada","\N","\N","904-4379","\N","\N","\N","583-5416","\N","\N","\N","470-9968","\N","Henrika.A.Besnier@deacons.com","\N","NT8","MO8"
"I","2015-11-15 09:13:34.000",127947,"270-87-3660","ACTV","Mc Alpine","Hedi","\N","\N",3,"1970-09-29","7079 Collinwood West","\N","V6G 1P8","New York","VA","United States of America","\N","\N","294-4936","\N","\N","\N","285-9383","28924","\N","\N","\N","\N","Hedi.Mc Alpine@hush.com","\N","MD4","VT1"
"I","2015-11-19 20:21:13.000",127969,"692-37-8139","ACTV","Marmion","Auroora","\N","\N",3,"2000-09-16","13288 Hughes East","\N","V6M 1W2","Sudbury","CO","United States of America","\N","686","148-3114","\N","\N","\N","\N","\N","\N","322","682-0906","59286","Auroora.Marmion@amplimail.com","\N","SK8","US4"
"I","2015-11-19 23:41:39.000",127980,"744-37-3252","ACTV","Sinchak","Clay","F","\N",2,"2000-01-08","13568 Green Park","Apt. 777","T6A 1G6","Pasadena","ND","United States of America","\N","\N","422-4355","\N","1","779","992-6730","\N","\N","\N","\N","\N","Clay.F.Sinchak@moose-mail.com","Clay.F.Sinchak@myfastmail.com","NC2","OK4"
"I","2015-11-20 05:31:37.000",128005,"162-14-7093","ACTV","Parnell","Mildrid","T","\N",2,"1920-10-23","18993 Furth Street","\N","99725","Augusta","AZ","Canada","\N","\N","848-2447","\N","1","770","636-5305","\N","\N","\N","\N","\N","Mildrid.T.Parnell@ProtectAnimals.com","Mildrid.T.Parnell@dcemail.com","BC6","NM1"
"I","2015-11-20 21:30:40.000",128060,"509-18-5970","ACTV","Khawar","Elysia","K","\N",3,"2013-10-28","1191 Highland Park Lane","Apt. 508","55404","Amarillo","VT","Canada","\N","210","171-1556","63944","1","449","109-3247","\N","\N","\N","475-4325","\N","Elysia.K.Khawar@12Freeukisp.co.uk","Elysia.K.Khawar@box.az","SC4","MB7"
"I","2015-11-21 03:11:46.000",128082,"056-80-7277","ACTV","Byrne","Fariba","R","m",\\N,"2010-05-20","22174 Blalock East","\N","19070","Garden Grove","TN","Canada","\N","\N","099-2511","\N","\N","488","166-4274","\N","\N","\N","\N","\N","Fariba.R.Byrne@4uchat.de","Fariba.R.Byrne@bulldogs.com","AR4","UT4"
"I","2015-11-21 07:27:03.000",128098,"023-89-1708","ACTV","Riggins","Clari","\N","F",2,"1953-03-07","2308 Baltic Road","\N","55165","Rancho Cucamonga","Alberta","Canada","1","451","582-8170","\N","\N","\N","294-6113","\N","1","581","593-9543","\N","Clari.Riggins@soodonims.com","Clari.Riggins@wraped.net","IA2","NE1"
"I","2015-11-21 14:04:11.000",128119,"552-52-3818","ACTV","Weeks","Jamie","G","M",3,"1945-05-12","6970 Spicebrush Road","\N","H2E 1V4","London","KS","United States of America","1","426","268-6748","\N","\N","\N","\N","\N","\N","\N","\N","\N","Jamie.G.Weeks@aussiemail.com.au","Jamie.G.Weeks@aggies.com","UT3","SK3"
"I","2015-11-21 18:22:43.000",128132,"692-71-8313","ACTV","Woodyer","Brandais","\N","m",3,"2008-07-24","14037 Spring Valley Crescent","Suite 172","H5L 1O6","Hayward","CT","United States of America","\N","392","313-7287","\N","\N","\N","221-9716","\N","\N","\N","\N","\N","Brandais.Woodyer@gmx.fr","Brandais.Woodyer@gmx.sg","KS1","ND5"
"I","2015-11-22 08:07:48.000",128175,"125-23-2624","ACTV","Degen","Eric","\N","\N",3,"2014-01-11","17574 Katherine Crescent","\N","T6A 1H1","Washington","KS","United States of America","1","656","863-1345","49032","1","919","869-7889","\N","\N","\N","\N","\N","Eric.Degen@hotmail.com","\N","NF6","MS1"
"I","2015-11-22 08:26:03.000",128176,"521-30-9239","ACTV","Morgan-Cavallaro","Tani","K","M",\\N,"1968-05-30","11168 Franz Way","\N","M9D 1U4","Whitehorse","MN","Canada","1","476","627-7826","\N","1","953","377-5435","\N","\N","\N","\N","\N","Tani.K.Morgan-Cavallaro@gmx.hk","\N","NY4","LA3"
"I","2015-11-22 08:43:45.000",128177,"305-95-9907","ACTV","Rutter","Terez","\N","\N",3,"1968-04-04","19940 Gold Crest Park","\N","90239","Henderson","WV","Canada","\N","\N","767-2813","\N","\N","\N","\N","\N","\N","\N","\N","\N","Terez.Rutter@netdove.net","Terez.Rutter@gmail.com","WA1","OK7"
"I","2015-11-22 14:41:05.000",128199,"564-71-9385","ACTV","Kupe","Nial","G","\N",\\N,"1959-02-14","13668 Beach Drive","\N","23664","Reno","OR","Canada","\N","\N","649-7215","\N","\N","\N","481-3533","\N","\N","\N","228-5177","\N","Nial.G.Kupe@lavabit.com","\N","NU7","TX1"
"I","2015-11-23 01:27:09.000",128237,"362-63-9174","ACTV","Stropp","Phyllys","O","\N",2,"2009-09-18","11100 Morningside West","\N","05404","Corona","WI","Canada","1","912","161-2983","\N","1","790","432-5004","\N","\N","\N","\N","\N","Phyllys.O.Stropp@mailmetrash.com","Phyllys.O.Stropp@gmx.pt","UT4","IA2"
"I","2015-11-23 03:15:35.000",128241,"055-71-0419","ACTV","Planas","Noelyn","\N","\N",2,"2016-10-16","24411 Coit Park","\N","T6C 1G1","Columbus","ND","Canada","1","931","120-4003","\N","\N","\N","\N","\N","\N","\N","675-9425","\N","Noelyn.Planas@yahoo.com","Noelyn.Planas@gmx.pt","BC1","MT7"
"I","2015-11-23 06:49:50.000",128254,"618-40-0223","ACTV","Talbott","Asmar","\N","\N",3,"1986-06-10","14546 La Peer Drive","\N","H2D 1W3","Saskatoon","NM","United States of America","\N","957","633-7171","\N","1","392","808-0232","\N","\N","\N","\N","\N","Asmar.Talbott@hushmail.me","\N","NM5","VA1"
"I","2015-11-23 16:11:43.000",128287,"661-10-6115","ACTV","Rowen","Marian","\N","F",1,"2000-06-25","1673 Vance West","\N","19121","Boston","Prince Edward Island","United States of America","\N","\N","164-3549","\N","\N","\N","\N","\N","\N","\N","\N","\N","Marian.Rowen@taunusstein.net","\N","MS1","YT1"
"I","2015-11-23 18:45:48.000",128295,"037-02-7429","ACTV","Merciline","Crissie","\N","\N",3,"1943-05-28","2247 Sherwood West","\N","V6R 1W4","Rockford","TN","United States of America","\N","540","455-8562","\N","\N","\N","\N","\N","1","882","184-7222","\N","Crissie.Merciline@lpemail.com","Crissie.Merciline@fastemailer.com","BC5","KY4"
"I","2015-11-23 19:01:08.000",128297,"893-43-5950","ACTV","Graver","Gene","\N","f",3,"1924-08-29","12873 Cordova Lane","\N","V6F 1S6","Henderson","NE","United States of America","1","259","473-6222","\N","\N","\N","213-8837","\N","\N","\N","\N","\N","Gene.Graver@wraped.net","Gene.Graver@usa.com","SK4","US4"
"I","2015-11-28 01:58:49.000",128306,"716-56-5919","ACTV","Rintala","Dierdre","\N","\N",2,"1982-08-29","12543 Edgewood Avenue","\N","74157","Lafayette","WA","United States of America","1","870","269-0861","\N","\N","\N","708-9589","\N","\N","\N","\N","\N","Dierdre.Rintala@mailmaniacs.com","Dierdre.Rintala@gmx.pt","PE5","OR3"
"I","2015-11-28 11:52:44.000",128338,"167-91-2969","ACTV","Allahyari","Sonni","\N","\N",3,"1944-01-11","5090 California Boulevard","\N","25717","Santa Fe","Manitoba","United States of America","\N","520","401-8786","\N","\N","\N","\N","\N","\N","\N","248-4523","\N","Sonni.Allahyari@ProtectAnimals.com","Sonni.Allahyari@letterbox.org","SD1","MD1"
"I","2015-11-28 15:35:52.000",128351,"680-63-3792","ACTV","Kestelman","Tandy","\N","m",2,"1961-10-28","21292 Eaton Street","\N","V6C 1R9","Fort Wayne","WV","United States of America","\N","648","500-1924","\N","\N","\N","\N","\N","\N","\N","\N","\N","Tandy.Kestelman@RespectAnimals.com","Tandy.Kestelman@mailmetrash.com","IA5","IA2"
"I","2015-11-28 22:13:14.000",128375,"648-65-3142","ACTV","Witzman","Tonya","\N","f",2,"1923-08-10","18675 Calhoun Lane","\N","19249","Wilmington","ME","United States of America","1","829","719-5898","\N","\N","\N","427-9099","\N","\N","\N","724-1741","\N","Tonya.Witzman@letterbox.org","Tonya.Witzman@shtrudel.org","SK7","NS3"
"I","2015-11-28 23:37:31.000",128380,"203-60-2131","ACTV","Armitage","Verile","\N","\N",2,"1925-09-26","21570 Bannister Drive","\N","H2F 1Z3","Pembroke Pines","VT","United States of America","1","779","258-0794","\N","\N","\N","\N","\N","\N","\N","\N","\N","Verile.Armitage@mailmaniacs.com","Verile.Armitage@gmx.es","KS1","BC8"
"I","2015-11-29 00:57:00.000",128384,"207-75-1768","ACTV","Cobley","Shoshana","M","F",2,"1965-03-29","13657 Ryder Boulevard","Apt. 948","99557","Chandler","WY","Canada","\N","\N","538-4681","\N","\N","\N","746-0586","\N","\N","\N","\N","\N","Shoshana.M.Cobley@buffaloes.com","\N","TN1","BC7"
"I","2015-11-29 06:37:46.000",128405,"460-30-4942","ACTV","Fortner","Delisle","\N","\N",3,"1980-01-28","11054 Minot Way","\N","M5F 1W5","Hull","OR","Canada","\N","\N","742-8111","\N","1","404","838-0394","\N","\N","\N","\N","\N","Delisle.Fortner@netdove.net","\N","CT2","HI7"
"I","2015-11-29 07:18:16.000",128407,"528-03-4597","ACTV","Mendelsohn","Ivett","\N","\N",3,"2008-12-04","6365 Simpson Avenue","\N","59110","Winnipeg","IA","United States of America","\N","\N","525-2623","\N","1","852","381-4422","\N","\N","\N","003-4475","\N","Ivett.Mendelsohn@hotmail.com","Ivett.Mendelsohn@rediffmail.com","US2","MB8"
"I","2015-11-29 12:40:05.000",128426,"872-87-5920","ACTV","Splitt","Tino","\N","\N",3,"1991-02-20","23896 Green Ash Avenue","\N","77703","Indianapolis","Ontario","United States of America","1","948","682-1806","\N","\N","872","470-2078","\N","\N","\N","\N","\N","Tino.Splitt@snail-mail.net","\N","AB5","NT3"
"I","2015-11-29 15:10:33.000",128437,"422-71-7116","ACTV","Coursol","Hans","\N","m",3,"1940-07-14","5367 Beverly Avenue","\N","T6D 1D9","Vancouver","NH","Canada","\N","794","276-9835","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hans.Coursol@operamail.com","\N","OK4","MT10"
"I","2015-11-29 23:47:39.000",128467,"495-36-5496","ACTV","Kiefer","Wren","\N","M",3,"1985-01-02","2928 Potomac Upper","\N","V6H 1S3","Erie","WA","United States of America","\N","\N","985-1649","97391","\N","\N","\N","\N","\N","\N","\N","\N","Wren.Kiefer@hush.com","Wren.Kiefer@shtrudel.org","IA6","KY1"
"I","2015-11-30 05:49:46.000",128489,"731-96-1293","ACTV","Dinges","Hellmut","L","m",2,"1967-07-14","461 Gibbes South","\N","M5F 1X1","Sydney","TX","United States of America","\N","246","262-4378","\N","1","249","654-1992","\N","\N","\N","\N","\N","Hellmut.L.Dinges@icqmail.com","\N","LA1","BC6"
"I","2015-11-30 14:04:22.000",128515,"288-35-3010","ACTV","Engman","Conway","\N","\N",2,"1967-07-29","2922 Taylor Crest Street","\N","78250","Thousand Oaks","Alberta","United States of America","\N","\N","721-9117","\N","\N","\N","735-6477","\N","\N","\N","\N","\N","Conway.Engman@mailvault.com","\N","MN1","NT4"
"I","2015-11-30 15:38:33.000",128521,"201-26-6870","ACTV","Rourk","Corella","\N","\N",2,"1961-05-31","791 Dexter Road","\N","73185","Anchorage","MD","United States of America","1","364","921-7134","\N","\N","\N","403-2630","\N","\N","\N","\N","\N","Corella.Rourk@fastemailer.com","\N","NF1","CA1"
"I","2015-11-30 17:13:26.000",128526,"598-14-7979","ACTV","Girgis","Serdar","\N","F",1,"2004-11-28","22712 Beach Upper","\N","60816","Alexandria","KY","United States of America","\N","\N","770-0864","\N","1","853","390-9312","\N","\N","\N","\N","\N","Serdar.Girgis@consultant.com","Serdar.Girgis@netdove.net","OK1","AR2"
"I","2015-11-30 18:28:11.000",128529,"319-32-2483","ACTV","Alvi","Oralle","\N","\N",2,"1992-02-14","9824 Olympia Street","\N","V6N 1U4","Oceanside","IL","United States of America","\N","\N","334-3113","\N","\N","\N","\N","\N","\N","\N","\N","\N","Oralle.Alvi@eml.cc","Oralle.Alvi@teancum.net","MT4","ID7"
"I","2015-11-30 23:05:49.000",128544,"024-39-2916","ACTV","Fleming","Lorain","U","\N",3,"1973-08-13","3064 Shelter Boulevard","\N","V6I 1W3","Fort Worth","IA","Canada","\N","\N","979-3656","\N","\N","\N","031-8613","\N","\N","\N","\N","\N","Lorain.U.Fleming@lavabit.com","Lorain.U.Fleming@stoned.com","BC4","NJ6"
"I","2015-12-01 04:25:40.000",128565,"552-61-0645","ACTV","Fergusson","Carmelle","\N","\N",3,"1989-07-10","13741 Durand Street","\N","19069","Worcester","Ontario","Canada","1","748","416-3765","\N","1","492","721-0651","\N","\N","\N","\N","\N","Carmelle.Fergusson@vfemail.net","Carmelle.Fergusson@mailvault.com","IA8","YT5"
"I","2015-12-01 08:11:22.000",128580,"177-60-7347","ACTV","Kulikowsky","Bessie","C","\N",2,"1944-06-09","15591 Holgate Lane","\N","72231","Baltimore","NE","United States of America","1","776","925-4904","\N","1","533","472-2303","\N","1","329","265-8954","\N","Bessie.C.Kulikowsky@myfastmail.com","\N","AL2","MS3"
"I","2015-12-01 10:16:49.000",128586,"020-82-2226","ACTV","Spearpoint","Bin","X","\N",\\N,"1950-11-15","15031 Wood South","\N","V6I 1V6","Worcester","NY","United States of America","\N","\N","681-7647","\N","\N","\N","\N","\N","\N","\N","\N","\N","Bin.X.Spearpoint@webmail.co.za","Bin.X.Spearpoint@army.com","DE2","NM5"
"I","2015-12-01 15:05:27.000",128602,"969-24-5591","ACTV","Gosset","Katerine","D","\N",1,"1919-11-28","9105 Larner South","Suite 51","99594","Arlington","RI","Canada","\N","839","750-8727","\N","1","581","659-8193","\N","\N","\N","\N","\N","Katerine.D.Gosset@fastmail.fm","Katerine.D.Gosset@buffaloes.com","NT4","GA1"
"I","2015-12-01 17:43:40.000",128613,"044-26-1242","ACTV","Cecil","Almerinda","\N","\N",3,"1979-10-28","3683 Jay Drive","\N","45228","St. Louis","HI","Canada","\N","\N","868-1328","\N","1","755","618-2367","\N","\N","\N","\N","\N","Almerinda.Cecil@gmx.fr","Almerinda.Cecil@hush.ai","IA9","ON10"
"I","2015-12-06 17:54:05.000",128681,"384-15-5229","ACTV","Frumerie","Rachael","\N","m",3,"1929-12-09","13350 Macon Street","\N","36165","Amarillo","IL","United States of America","\N","\N","480-8496","\N","\N","\N","\N","\N","\N","\N","739-6812","\N","Rachael.Frumerie@shtrudel.biz","\N","NY3","AZ2"
"I","2015-12-06 18:58:28.000",128685,"289-93-2472","ACTV","Meehan","Merrielle","L","\N",3,"1995-05-08","18751 Morningside Upper","\N","85280","Yonkers","OH","United States of America","1","304","691-3226","32833","1","979","451-1613","35053","\N","\N","\N","\N","Merrielle.L.Meehan@fastmail.fm","Merrielle.L.Meehan@gmx.co.uk","WV5","AB4"
"I","2015-12-06 21:29:10.000",128695,"761-67-5127","ACTV","Medlin","Veen","\N","\N",3,"1993-01-17","1194 Burgoyne Lower","\N","36643","Detroit","OH","United States of America","\N","\N","378-0903","\N","\N","331","282-0378","\N","\N","\N","\N","\N","Veen.Medlin@gmx.pt","Veen.Medlin@shtrudel.com","AB2","MO5"
"I","2015-12-07 01:48:04.000",128711,"927-19-3796","ACTV","Macpherson","Millicent","L","\N",3,"1945-01-15","21811 Silver North","Apt. 713","80190","Hamilton","MS","Canada","1","877","638-0365","\N","\N","\N","\N","\N","\N","\N","\N","\N","Millicent.L.Macpherson@kify.net","\N","WI4","ND7"
"I","2015-12-07 03:09:44.000",128715,"552-28-3444","ACTV","Kranenburg","Cang","W","\N",3,"1928-12-11","16701 Pearl Drive","\N","M6S 1H6","Hamilton","Manitoba","Canada","1","969","195-4849","\N","\N","\N","922-7920","78449","\N","\N","\N","\N","Cang.W.Kranenburg@shtrudel.com","\N","DC3","NU5"
"I","2015-12-07 05:52:58.000",128723,"585-78-9516","ACTV","Bogumill","Andres","G","\N",3,"1948-05-25","2998 Inwood West","\N","33115","Ontario","CO","United States of America","\N","\N","968-4185","\N","\N","\N","\N","\N","\N","\N","\N","\N","Andres.G.Bogumill@gmx.sg","Andres.G.Bogumill@yahoo.com","MO10","NJ2"
